date,GS,JPM,MS,C,BCS,CS,UBS,DB,^VIX,^DJI,^IXIC,^GSPC,^BSESN,^FTSE,^N225,^HSI,^BVSP,^BUK100P,^N100,VGLT,VGSH,VGIT,SPTS,JPST,VCSH,VCIT,VMBS,JNK,USDJPY,USDGBP,USDEUR,USDCHF,USDCAD,ma7,ma21,26ema,12ema,MACD,20sd,upper_band,lower_band,ema,momentum,log_momentum
2010-02-18,155.73,40.41,27.26,34.3,17.84,43.38,13.66,61.81,20.629998999999998,10392.900391,2241.709961,1106.75,16327.839844,5325.100098,10335.69043,20422.150391,67836.0,,658.330017,57.26,60.09,59.51,,,75.84,75.1,50.01,115.2,91.976997,0.6483800000000001,0.7428600000000001,1.0877,1.05031,154.92714285714285,154.75619047619043,156.57706877519166,155.2141979194242,-1.3628708557674543,2.8947911023623876,160.5457726809152,148.96660827146565,156.12498055965915,154.73,5.041681662501581
2010-02-19,156.18,40.03,27.41,34.2,17.82,42.76,13.51,61.96,20.02,10402.349609,2243.8701170000004,1109.170044,16191.629883000001,5358.200195,10123.580078,19894.019531,67597.0,,661.3099980000002,57.44,60.04,59.5,,,75.83,75.28,49.99,115.95,91.540001,0.64666,0.73448,1.0758,1.0392,155.45428571428573,154.2033333333333,156.54513722769073,155.36338480241014,-1.1817524252805924,2.477821623927087,159.15897658118746,149.24769008547912,156.16166018655306,155.18,5.044585733465803
2010-02-22,156.71,40.85,27.71,34.6,18.19,43.79,13.74,61.93,19.940001000000002,10383.379883,2242.030029,1108.01001,16237.049805,5352.100098,10400.469727,20377.269531,67184.0,,659.47998,57.32,60.1,59.5,,,75.96,75.41,50.06,116.58,91.235001,0.64572,0.7349899999999999,1.0755,1.0422,155.89428571428576,154.00523809523807,156.55831161182047,155.5712661005741,-0.9870455112463787,2.5579606906161603,159.12115947647038,148.88931671400576,156.52722006218437,155.71,5.047995302853334
2010-02-23,156.7,39.88,27.15,33.5,17.49,42.43,13.33,59.17,21.370001000000002,10282.410156,2213.439941,1094.599976,16286.320313,5315.100098,10352.099609,20623.0,66108.0,,652.02002,58.05,60.15,59.84,,,76.06,75.9,50.19,115.53,90.160004,0.64742,0.73926,1.0822,1.055,156.2728571428572,154.1280952380952,156.56956839539097,155.74542057779828,-0.8241478175926886,2.6208023580576714,159.36969995421055,148.88649052197985,156.64240668739478,155.7,5.0479310788399525
2010-02-24,158.33,40.85,27.83,34.5,17.68,43.03,13.7,60.19,20.27,10374.160156,2235.899902,1105.23999,16255.969727000005,5342.899902,10198.830078,20467.740234,65795.0,,653.72998,58.1,60.13,59.81,,,76.13,75.96,50.13,115.65,90.278999,0.64863,0.73838,1.0808,1.0527,156.9014285714286,154.287619047619,156.70868271162243,156.14402253214922,-0.5646601794732078,2.6701953407747814,159.62800972916855,148.94722836606942,157.76746889579826,157.33,5.058345510252332
2010-02-25,156.44,40.64,27.74,33.9,17.52,43.59,13.76,59.79,20.1,10321.030273,2234.219971,1102.939941,16254.200195,5278.200195,10101.959961,20399.570313,66121.0,,641.6900019999998,58.32,60.2,60.01,,,76.14,76.05,50.13,116.16,89.269997,0.6559999999999999,0.7387699999999999,1.0811,1.0609,156.76428571428573,154.5523809523809,156.6875551942529,156.1896519049957,-0.49790328925718086,2.6099737849057654,159.77232852219242,149.33243338256938,156.88248963193277,155.44,5.046259805069185
2010-02-26,156.35,41.97,28.18,34.0,17.67,43.55,13.86,60.59,19.5,10325.259766,2238.26001,1104.48999,16429.550781,5354.5,10126.030273,20608.699219,66503.0,,651.969971,58.42,60.18,60.03,,,76.12,76.08,50.02,116.37,88.920998,0.6562100000000001,0.7336199999999999,1.0733,1.0515,156.6342857142857,154.78333333333327,156.66113245628966,156.21436409266178,-0.4467683636278821,2.612348409099922,160.00803015153312,149.55863651513343,156.52749654397758,155.35,5.045680635839056
2010-03-01,156.54,41.83,28.19,33.9,17.35,44.28,13.87,61.36,19.26,10403.790039,2273.570068,1115.709961,,5405.899902,10172.05957,21056.929688,67228.0,,662.8599849999998,58.47,60.21,60.19,,,76.15,76.14,50.03,115.65,89.150002,0.66761,0.73735,1.079,1.0414,156.75,154.93809523809517,156.65169027893478,156.2645362241698,-0.3871540547649772,2.1975989289750095,159.3332930960452,150.54289738014515,156.53583218132584,155.54,5.046902933266797
2010-03-02,158.75,41.62,28.7,34.0,17.73,44.66,14.02,61.87,19.059998999999998,10405.980469,2280.790039,1118.310059,16772.560547,5484.100098,10221.839844,20906.109375,67779.0,,669.369995,58.3,60.22,60.05,,,76.19,76.25,50.03,116.04,88.739998,0.66542,0.73418,1.0741,1.03451,157.11714285714285,155.41571428571424,156.8146204567929,156.64739501323825,-0.1672254435546563,2.2704856888248393,159.9566856633639,150.87474290806458,158.01194406044195,157.75,5.061011501421323
2010-03-03,157.72,41.53,28.32,34.0,18.11,45.04,14.38,63.51,18.83,10396.759766,2280.679932,1118.790039,17000.009766,5533.200195,10253.139648,20876.789063,67641.0,,675.0,58.41,60.19,60.16,,,76.21,76.33,50.23,116.79,88.57,0.6621199999999999,0.7298399999999999,1.0675,1.0318,157.26142857142855,155.63428571428565,156.88467125984812,156.81258631491895,-0.07208494492917339,2.302453839756844,160.23919339379935,151.02937803477195,157.817314686814,156.72,5.054460773636285
2010-03-04,163.61,41.92,29.2,34.3,18.45,45.25,14.7,64.41,18.719998999999998,10444.139648,2292.310059,1122.969971,16971.699219,5527.200195,10145.719727,20575.779297,67815.0,,673.179993,58.4,60.15,60.15,,,76.21,76.43,50.28,116.61,89.160004,0.6650699999999999,0.73616,1.077,1.0312,158.24857142857144,155.9519047619047,157.40331142978854,157.85928132385618,0.45596989406763555,2.907233447074726,161.76637165605416,150.13743786775524,161.6791048956047,162.61,5.091354695837631
2010-03-05,167.18,42.81,29.41,35.0,19.12,47.03,15.28,66.23,17.42,10566.200195,2326.350098,1138.699951,16994.490234,5599.799805,10368.959961,20787.970703,68847.0,,685.049988,57.85,60.11,59.95,,,76.18,76.24,50.24,117.48,90.220001,0.66081,0.73373,1.0751,1.0288,159.51285714285717,156.42571428571424,158.1549770764681,159.2943274427616,1.1393503662935132,3.6081896612538924,163.642093608222,149.20933496320646,165.3463682985349,166.18,5.113071538236835
2010-03-08,169.84,42.59,29.58,35.6,19.11,47.17,15.1,66.21,17.790001,10552.519531,2332.209961,1138.5,17102.599609,5606.700195,10585.919922,21196.869141,68575.0,,683.6099849999998,57.65,60.1,59.73,,,76.13,76.32,50.24,118.05,90.28600300000001,0.66481,0.73438,1.074,1.0279,161.42714285714285,157.33809523809518,159.0508452318937,160.9177814284809,1.8669361965872042,4.593294998948898,166.52468523599296,148.1515052401974,168.3421227661783,168.84,5.128951520914298
2010-03-09,168.85,42.42,29.05,38.2,19.14,47.1,14.96,66.79,17.92,10564.379883,2340.679932,1140.449951,17052.539063,5602.299805,10567.650391,21207.550781,69576.0,,684.77002,57.65,60.12,59.94,,,76.19,76.47,50.29,118.29,89.988998,0.66594,0.73492,1.0743,1.0268,163.21285714285713,158.037619047619,159.8001837345515,162.1387863945935,2.3386026600419996,4.9899092650753465,168.01743757776967,148.0578005174683,168.6807075887261,167.85,5.123070723426044
2010-03-10,171.94,42.93,29.97,39.6,19.05,47.8,15.05,67.43,18.57,10567.330078,2358.949951,1145.609985,17098.330078,5640.600098,10563.919922,21208.289063,69979.0,,690.349976,57.62,60.13,59.89,,,76.19,76.53,50.27,118.44,90.470001,0.6679999999999999,0.7329600000000001,1.0705,1.0254,165.41285714285715,159.02999999999997,160.7262933187392,163.64735921287695,2.9210658941377403,5.634368315595819,170.29873663119162,147.76126336880833,170.85356919624203,170.94,5.141312617737872
2010-03-11,173.51,43.18,30.02,41.8,19.29,48.44,15.1,68.28,18.059998999999998,10611.839844,2368.459961,1150.23999,17167.960938,5617.299805,10664.950195,21228.199219,69885.0,,687.700012,57.86,60.04,59.64,,,76.17,76.35,50.24,118.38,90.648003,0.6634800000000001,0.7307100000000001,1.0682,1.0235,167.52142857142857,160.03095238095236,161.69937004008065,165.1652792655193,3.4659092254386508,6.2866783966701005,172.60430917429255,147.45759558761216,172.624523065414,172.51,5.1504552058056525
2010-03-12,174.96,43.15,29.91,39.7,19.64,48.66,15.34,69.12,17.58,10624.69043,2367.659912,1149.98999,17166.619141,5625.700195,10751.259766,21209.740234,69341.0,,687.849976,57.92,60.04,59.87,,,76.22,76.58,50.3,118.5,90.540001,0.6572,0.72622,1.0567,1.0189,169.98428571428573,161.04666666666665,162.70669004887895,166.67265573043738,3.96596568155843,6.893105079104751,174.83287682487617,147.26045650845714,174.18150768847136,173.96,5.158825387729438
